FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Yield Description,Drilled Depth,Salinity
1263,GW046826,1975-01-07,6.2,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1264,GW046826,1979-11-06,7.61,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1265,GW046826,1979-08-06,7.5,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1266,GW046826,1975-11-05,5.88,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1267,GW046826,1978-10-05,6.85,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1268,GW046826,1976-08-05,6.41,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1269,GW046826,1978-05-05,7.54,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1270,GW046826,1985-10-04,4.39,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1271,GW046826,1979-05-01,7.5,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1272,GW046826,1978-11-08,6.91,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1273,GW046826,1985-08-02,4.72,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1274,GW046826,1978-02-16,7.49,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1275,GW046826,1974-02-15,9.65,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1276,GW046826,1979-06-01,7.49,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1277,GW046826,1982-09-01,7.51,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1278,GW046826,1982-11-01,7.64,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1279,GW046826,1989-05-04,1.47,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1280,GW046826,1981-12-01,0,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1281,GW046826,1977-02-04,6.77,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1282,GW046826,1976-09-02,6.45,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1283,GW046826,1980-12-02,7.62,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1284,GW046826,1975-01-03,5.35,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1285,GW046826,1990-08-03,1.08,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1286,GW046826,1979-12-03,7.75,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1287,GW046826,1977-07-04,6.84,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1288,GW046826,1978-12-01,7,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1289,GW046826,1980-04-14,8.09,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1290,GW046826,1975-02-13,5.5,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1291,GW046826,1978-04-13,7.53,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1292,GW046826,1974-05-13,7.8,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1293,GW046826,1981-08-13,7.19,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1294,GW046826,1987-08-13,3.94,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1295,GW046826,1988-09-13,3.82,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1296,GW046826,1981-01-13,7.6,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1297,GW046826,1978-03-14,7.56,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1298,GW046826,1982-12-14,7.75,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1299,GW046826,1976-07-14,6.38,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1300,GW046826,1975-08-14,6.11,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1301,GW046826,1978-09-14,6.64,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1302,GW046826,1984-01-09,5.79,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1303,GW046826,1999-01-15,2.4,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1304,GW046826,1979-04-04,7.43,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1305,GW046826,1981-10-13,7.02,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1306,GW046826,1974-04-09,9.27999999999999,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1307,GW046826,1990-03-09,2.38,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1308,GW046826,1975-04-09,5.81,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1309,GW046826,1985-05-09,4.85,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1310,GW046826,1975-06-09,6,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1311,GW046826,1974-12-09,5.13,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1312,GW046826,1978-08-10,7.49,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1313,GW046826,1989-10-10,1.36,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1314,GW046826,1983-08-11,8.28999999999999,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1315,GW046826,1980-11-11,7.59,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1316,GW046826,1989-12-11,1.89,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1317,GW046826,1974-03-12,8.46,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1318,GW046826,1983-04-12,8,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1319,GW046826,1978-07-12,7.54,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1320,GW046826,1974-07-11,7.7,602355,148.116999999999,-34.6593,6164173,387,13.8627996,4.66924,0,3,NA,0,NA
1321,GW046827,1980-05-19,4.75,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1322,GW046827,1986-10-17,1.02,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1323,GW046827,1983-02-18,4.77,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1324,GW046827,1976-05-18,3.4,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1325,GW046827,1983-10-18,2.8,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1326,GW046827,1977-11-18,3.95,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1327,GW046827,1981-02-19,4.43,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1328,GW046827,1985-02-19,1.84,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1329,GW046827,1982-03-19,4.23,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1330,GW046827,1978-06-19,4.28,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1331,GW046827,1977-04-19,3.85,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1332,GW046827,1983-05-19,4.73,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1333,GW046827,1979-09-17,4.72,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1334,GW046827,1989-08-16,0.39,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1335,GW046827,1991-03-19,1.04,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1336,GW046827,1981-06-17,4.63,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1337,GW046827,1980-01-17,4.57,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1338,GW046827,1981-01-13,4.31,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1339,GW046827,1977-01-17,3.9,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1340,GW046827,1990-10-16,0.75,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1341,GW046827,1979-10-16,4.68,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1342,GW046827,1978-02-16,6.88,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1343,GW046827,1975-09-16,3.32,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1344,GW046827,1988-07-19,0.73,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1345,GW046827,1979-07-16,4.26,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1346,GW046827,1977-06-16,3.84,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1347,GW046827,1976-06-16,3.4,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1348,GW046827,1977-05-16,8.61999999999999,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1349,GW046827,1979-02-16,8.6,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1350,GW046827,1975-10-16,3.09,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1351,GW046827,1982-01-29,4.06,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1352,GW046827,1974-10-31,1.94,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1353,GW046827,1981-03-26,4.58,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1354,GW046827,1990-05-26,0.71,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1355,GW046827,1981-05-27,4,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1356,GW046827,1988-04-28,1.8,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1357,GW046827,1987-11-25,1.49,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1358,GW046827,1990-12-28,1.17,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1359,GW046827,1977-10-25,3.79,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1360,GW046827,1984-05-29,1.87,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1361,GW046827,1982-06-29,4.27,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1362,GW046827,1980-08-29,3.33,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1363,GW046827,1991-05-30,0.65,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1364,GW046827,1988-11-30,1.38,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1365,GW046827,1984-10-15,1.05,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1366,GW046827,1982-09-28,4.34,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1367,GW046827,1984-07-23,1.64,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1368,GW046827,1977-09-20,3.84,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1369,GW046827,1975-05-21,3.35,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1370,GW046827,1989-06-21,0.39,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1371,GW046827,1977-12-21,4.02,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1372,GW046827,1977-08-22,3.87,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1373,GW046827,1980-02-26,8.60999999999999,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1374,GW046827,1982-07-23,4.27,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1375,GW046827,1982-04-20,4.22,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1376,GW046827,1977-03-24,4.3,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1377,GW046827,1987-03-24,1.63,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1378,GW046827,1984-04-24,1.71,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1379,GW046827,1976-03-25,3.4,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1380,GW046827,1982-05-25,4.26,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1381,GW046827,1974-06-25,4.95,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1382,GW046827,1980-09-22,3.83,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1383,GW046827,1979-01-04,3.86,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1384,GW046827,1978-11-08,3.51,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1385,GW046827,1974-08-08,4.7,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1386,GW046827,1980-07-08,5.13,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1387,GW046827,1976-10-07,3.25,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1388,GW046827,1988-03-07,1.88,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1389,GW046827,1979-11-06,4.37,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1390,GW046827,1975-11-05,2.79,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1391,GW046827,1978-10-05,3.32,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1392,GW046827,1976-08-05,3.55,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1393,GW046827,1978-05-05,4.39,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1394,GW046827,1985-10-04,1.72,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1395,GW046827,1977-07-04,3.75,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1396,GW046827,1989-05-04,0.3,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1397,GW046827,1984-01-09,2.5,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1398,GW046827,1985-08-02,1.79,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1399,GW046827,1978-04-13,4.33,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1400,GW046827,1979-05-01,4.25,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1401,GW046827,1979-06-01,4.23,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1402,GW046827,1982-09-01,4.33,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1403,GW046827,1982-11-01,4.41,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1404,GW046827,1979-04-04,4.36,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1405,GW046827,1981-12-01,3.74,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1406,GW046827,1977-02-04,4.22,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1407,GW046827,1976-09-02,3.35,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1408,GW046827,1980-12-02,4.22,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1409,GW046827,1975-01-03,2.81,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1410,GW046827,1990-08-03,0.57,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1411,GW046827,1979-12-03,4.64,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1412,GW046827,1975-01-07,6.62,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1413,GW046827,1978-12-01,3.7,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1414,GW046827,1980-04-14,4.94,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1415,GW046827,1975-02-13,3,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1416,GW046827,1974-05-13,5,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1417,GW046827,1981-08-13,3.44,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1418,GW046827,1987-08-13,0.8,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1419,GW046827,1990-03-09,1.05,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1420,GW046827,1981-09-15,3.52,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1421,GW046827,1979-08-06,4.25,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1422,GW046827,1988-09-13,0.55,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1423,GW046827,1976-07-14,3.4,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1424,GW046827,1975-08-14,3.28,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1425,GW046827,1978-09-14,2.38,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1426,GW046827,1982-12-14,4.53,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1427,GW046827,1999-01-15,1.24,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1428,GW046827,1974-02-15,5.28,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1429,GW046827,1981-10-13,3.58,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1430,GW046827,1975-04-09,3.26,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1431,GW046827,1983-04-12,4.69,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1432,GW046827,1974-03-12,5.28,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1433,GW046827,1989-12-11,0.8,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1434,GW046827,1980-11-11,4.09,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1435,GW046827,1983-08-11,3.92,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1436,GW046827,1974-07-11,4.9,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1437,GW046827,1989-10-10,0.55,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1438,GW046827,1974-04-09,5.66,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1439,GW046827,1978-08-10,4.42,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1440,GW046827,1978-03-14,4.94,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1441,GW046827,1974-12-09,2.58,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1442,GW046827,1975-06-09,3.35,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1443,GW046827,1985-05-09,1.8,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1444,GW046827,1978-07-12,4.82,602270,148.116199999999,-34.6664999999999,6163373,383,8.9228697,4.5741901,0,3,NA,0,NA
1445,GW052375,1994-04-07,1.62,599917,148.091199999999,-34.7184,6157637,339,2.42483,6.1020298,3,7,NA,42.7,NA
1446,GW052375,1994-05-10,1.55,599917,148.091199999999,-34.7184,6157637,339,2.42483,6.1020298,3,7,NA,42.7,NA
1447,GW052375,1994-07-16,1.8,599917,148.091199999999,-34.7184,6157637,339,2.42483,6.1020298,3,7,NA,42.7,NA
1448,GW052375,1994-06-23,1.5,599917,148.091199999999,-34.7184,6157637,339,2.42483,6.1020298,3,7,NA,42.7,NA
1449,GW054037,1996-10-15,0,587694,147.956799999999,-34.6347999999999,6167035,393,3.0703001,6.0501399,3,9,NA,47.3,NA
1450,GW057489,1996-10-15,5.79,589282,147.973999999999,-34.6261999999999,6167975,384,1.42364,7.04603,3,8,NA,30.5,NA
1451,GW400125,1999-12-12,1.79,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1452,GW400125,1997-05-09,3.55,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1453,GW400125,1997-06-06,3.62,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1454,GW400125,1999-09-07,1.66,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1455,GW400125,1998-11-07,1.9,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1456,GW400125,1999-11-07,1.55,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1457,GW400125,1998-04-08,4,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1458,GW400125,1996-07-08,3.99,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1459,GW400125,1999-10-08,1.54,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1460,GW400125,1998-05-09,4,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1461,GW400125,1999-05-09,3.21,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1462,GW400125,1997-11-09,2.18,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1463,GW400125,1999-01-10,2.33,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1464,GW400125,1999-08-12,1.9,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1465,GW400125,1997-12-09,2.67,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1466,GW400125,1998-09-13,2.17,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1467,GW400125,1998-12-05,2.39,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1468,GW400125,1998-10-11,1.83,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1469,GW400125,1999-06-10,2.77,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
1470,GW400125,1997-10-05,2.06,586246,147.9417,-34.7017999999999,6159625,365,0.514427,8.2185402,3,17,NA,NA,2624
